date,open,high,low,close,volume
2016-05-16,94.41223664403441,95.47323286803963,94.00804301743261,95.11114501953125,735700
2016-05-17,94.94274541264643,95.23746661906145,94.43750814101489,94.5469741821289,1071100
2016-05-18,94.21856632237905,94.28593300274596,93.03125909700314,93.28387451171875,931000
2016-05-19,93.16598055438743,94.24382167911153,92.21445034181316,92.67758178710938,1429400
2016-05-20,93.29229997224449,93.51123847830273,92.54286329611789,92.6944351196289,1206600
2016-05-23,92.69442226476255,93.55332486258541,92.63547803181824,93.03966522216797,1093500
2016-05-24,93.44385307399244,93.90698446872378,93.1070261531811,93.27543640136719,1281000
2016-05-25,93.69647492303235,94.31960701816102,93.46912042982136,93.99961853027344,881900
2016-05-26,94.15120595257994,94.30277778134464,93.01442044906507,93.10704803466797,637000
2016-05-27,93.1070261531811,93.56174153261054,92.8038825668948,93.27543640136719,750400
2016-05-31,93.35967254461812,93.5786046400478,92.46708000565715,92.50918579101562,1726200
2016-06-01,92.26499269870385,93.49440590710188,91.80185472575471,93.33441162109375,2096700
2016-06-02,93.1070247345346,93.1070247345346,92.57652667883622,93.09860229492188,974500
2016-06-03,92.9036180820226,93.74295356204445,92.9036180820226,93.46317291259766,1168200
2016-06-06,93.7514224340044,95.18422596907986,93.69207561856716,94.65858459472656,1137600
2016-06-07,94.7688278618813,95.44708293728803,94.7688278618813,94.83665466308594,1101100
2016-06-08,95.15879382512843,96.46443025064798,94.62467247900045,96.37117004394531,1450200
2016-06-09,95.98119282452613,96.2524935281839,95.39619805450948,96.17619323730469,1765800
2016-06-10,95.76076416981877,96.71031991822784,95.27750956311043,96.42206573486328,1847200
2016-06-13,96.19315058219284,97.0494460904135,95.56576889248309,95.701416015625,1283800
2016-06-14,95.29445088015653,95.90487899428916,94.9129300746646,95.33683776855469,1212800
2016-06-15,95.4385844402168,95.98118580786571,94.81967631894804,94.95532989501953,1454900
2016-06-16,94.29401755789078,95.17574623540048,93.3444621048071,95.05705261230469,1159100
2016-06-17,95.16730425311187,95.64207893497995,94.37035549284482,95.04013061523438,1579200
2016-06-20,96.09988926497083,96.90531790141627,95.34533395890584,95.48098754882812,1401500
2016-06-21,95.74380544676204,95.74380544676204,94.53142901324063,94.82816314697266,1393900
2016-06-22,95.15880794384184,95.76075616021333,94.70946677305176,95.68445587158203,1075300
2016-06-23,96.82053465716533,97.67683018648161,96.65097413198085,97.66835021972656,1383300
2016-06-24,95.0740345495253,95.45554895684843,93.07318934900199,93.50557708740234,1903400
2016-06-27,92.3695045249917,92.64080525089354,90.13127191922162,90.72474670410156,1761100
2016-06-28,91.5640692944238,92.62383861496112,90.74168726675587,91.97102355957031,1345600
2016-06-29,93.23428377084234,93.85318554457504,93.02232986810543,93.81079864501953,1315800
2016-06-30,94.10750216785048,95.28596496582031,93.43772727712442,95.28596496582031,1322200
2016-07-01,95.39618732536348,96.60009012649175,94.9722796193049,96.1337890625,1436400
2016-07-05,95.29446165397128,95.77771622090913,94.07360528767828,94.51447296142578,1087400
2016-07-06,96.22706873386439,96.23554870082944,93.36145439003245,94.81121826171875,1389200
2016-07-07,95.08252175605003,95.76077036163782,94.38731321603866,94.81969451904297,716200
2016-07-08,95.26056716591987,97.47336653486701,94.86209277459159,97.27836608886719,1024000
2016-07-11,97.42249318144364,97.92270127798362,96.82901838361558,96.95619201660156,988300
2016-07-12,97.70225881261851,99.47419661473896,97.58356515716383,99.1859359741211,1344400
2016-07-13,99.58440643835952,99.76244691463067,98.6348507632612,99.66071319580078,880900
2016-07-14,100.1270124877884,100.65266044334774,99.90657863954492,100.3389663696289,940400
2016-07-15,100.74591416719889,101.00025492800215,99.33006388027265,100.88156127929688,988100
2016-07-18,100.64417827628573,100.89004555004294,100.24570395220746,100.60179138183594,579500
2016-07-19,100.39829810359657,100.53395167237308,99.80482991099481,100.19482421875,603400
2016-07-20,100.1015729151103,100.72048105817153,99.83027222173304,100.27113342285156,480900
2016-07-21,100.16940174565742,100.27113546504667,99.49114676424105,99.77092742919922,660900
2016-07-22,99.74550067676539,100.11853512003002,99.43180659490442,99.78788757324219,571900
2016-07-25,99.67765790524767,99.87265829641034,99.27070366071258,99.82178497314453,587800
2016-07-26,99.87267097565073,100.53396604719585,99.60984376564554,100.37287902832031,857700
2016-07-27,100.4406873613328,100.72046798427618,99.89808604500996,100.3304672241211,986400
2016-07-28,97.77854085136747,99.431778111721,97.25289303274143,99.28765106201172,1575800
2016-07-29,98.76203473441636,99.0587688926448,97.93965258995497,98.80442810058594,1256300
2016-08-01,99.14354683001832,99.16898026013608,97.72769002638033,98.2618179321289,1506100
2016-08-02,98.21093774514729,98.51615182188398,97.49029591275394,98.38898468017578,1052900
2016-08-03,98.59247346763901,99.16050834746578,98.33812620916639,98.83834075927734,1156600
2016-08-04,98.72810664112086,99.12658093785836,98.55006617268212,98.91462707519531,1051400
2016-08-05,99.38940738720707,99.52505449477744,98.8298460891432,98.94853973388672,846000
2016-08-08,99.25376667994729,99.67767445708354,98.72811870770339,99.03333282470703,884000
2016-08-09,98.8807272528232,99.32159496993195,97.94813142276627,99.12659454345703,597200
2016-08-10,99.30462531810734,99.52505915508944,98.75355042813031,98.76202392578125,576300
2016-08-11,98.98244407757669,99.36395840532369,98.6094032463091,99.17744445800781,649700
