date,open,high,low,close,volume
2021-05-17,67.09748449057656,67.53590934088774,66.53779606932109,67.17211151123047,6668800
2021-05-18,67.34932516812049,67.9183436057358,66.192635100742,66.36054229736328,7720300
2021-05-19,65.40907078059917,65.40907078059917,61.96697692126472,62.8531494140625,16703100
2021-05-20,63.431494053273944,64.131106120038,62.37741443473868,62.84382247924805,11980800
2021-05-21,63.459493091294156,63.74866387302119,62.29347269165455,62.536006927490234,6933800
2021-05-24,62.741215947098084,63.00240332918005,61.8643664928323,61.90167999267578,8965500
2021-05-25,62.42404606079866,63.039708047217104,62.060248384031915,62.75053024291992,6173600
2021-05-26,63.22628394207577,63.33822445352266,62.65726546332791,63.30091094970703,6769500
2021-05-27,63.43151092084776,63.4874776236884,62.61063510628161,62.72256851196289,8648800
2021-05-28,63.21695464248642,63.64605638376202,62.67592662189545,63.002410888671875,7523200
2021-06-01,63.67403543736769,63.888579176709186,62.134887292882645,62.67592239379883,5844000
2021-06-02,62.53599350260366,62.675917343887065,61.48191384967008,61.547210693359375,9170100
2021-06-03,61.53786990301675,61.733760400226195,60.40916344757894,61.41659927368164,7450600
2021-06-04,61.705795032665684,61.705795032665684,60.66103829309741,61.23005676269531,5671900
2021-06-07,61.230053781330454,61.49124117429923,60.689018686282154,60.93155288696289,6071200
2021-06-08,61.17409505515923,61.705800064903165,60.931560822890035,61.332672119140625,7058500
2021-06-09,61.314005355458825,61.565862570938236,60.623716317672795,60.66102981567383,5490900
2021-06-10,60.51179012210224,60.996851420039214,60.25992575990923,60.41850280761719,6684200
2021-06-11,60.47447588951055,61.43527543579371,60.47447588951055,61.34199523925781,7654000
2021-06-14,61.20207315718667,61.668481270186525,60.58641103195182,60.75431823730469,5101900
2021-06-15,60.80096291242299,61.08081063163345,60.41850483729024,61.00618362426758,7296400
2021-06-16,61.54721317636618,61.715120369315734,60.474473172345284,60.819610595703125,7932700
2021-06-17,60.800957708875984,60.810287863203996,59.5136704092775,60.35320281982422,7570600
2021-06-18,59.830829157121066,60.04538000971242,59.000623327081854,59.1125602722168,11745700
2021-06-21,59.57896952557482,60.62372267020228,59.34576547624834,60.549102783203125,8811100
2021-06-22,60.39984064625402,61.612504386266615,60.306560462442704,61.481910705566406,5880300
2021-06-23,61.33266567926285,61.91101429030986,61.192741824690835,61.43527603149414,5415400
2021-06-24,62.041612308148466,62.563987143629895,61.612517676599666,62.470706939697266,6526300
2021-06-25,62.675918439678995,63.254259889089276,62.54532475001717,62.993072509765625,13165300
2021-06-28,62.75053702148677,62.955757705795016,61.60317718368654,62.02294158935547,6361800
2021-06-29,62.3680840985231,62.685238151786294,62.116219769805205,62.21883010864258,3272000
2021-06-30,62.09757622428262,63.05837580369555,62.022949217751524,62.89046859741211,5013700
2021-07-01,63.02107908930274,63.543461157360404,62.899815509002266,63.319580078125,4418100
2021-07-02,63.4128347367467,63.76730225427373,63.24492757227152,63.66469192504883,3058700
2021-07-06,63.91658182246288,64.0098691635496,62.685264358462454,63.55278396606445,4133200
2021-07-07,63.75798326788637,63.9725341166107,62.890463952301054,63.10501480102539,4981300
2021-07-08,61.95765455848806,62.67592706732411,61.258042360356555,62.37742614746094,5686000
2021-07-09,62.97442257781215,63.860595105928965,62.90912572960167,63.76731491088867,4407400
2021-07-12,63.12367837374065,63.74866359720572,62.91845764560019,63.6367301940918,6072800
2021-07-13,63.43149460110922,63.7393256211813,62.93710320835092,63.095680236816406,3775000
2021-07-14,63.45947740485884,64.56953082830721,63.38485040969112,64.02849578857422,8748800
2021-07-15,63.785970218254505,63.869927378350596,63.198298564873554,63.49679946899414,4905700
2021-07-16,63.82327700173152,63.99118418742397,62.6665870096403,62.88113784790039,7819900
2021-07-19,61.72443959982609,62.153534151604894,60.287901952485555,60.66102981567383,8043800
2021-07-20,60.44648777242204,62.36808671335571,60.101343243969325,62.03227233886719,5312000
2021-07-21,62.56398737567521,63.347556748626936,62.31213011244065,62.94644546508789,3499500
2021-07-22,63.07702154186259,63.17963187293233,62.293452387950154,62.75053024291992,2884500
2021-07-23,63.19829974613072,63.82328491381138,62.787858326484645,63.59941101074219,4816900
2021-07-26,63.38486165380516,64.28969455946552,63.263598102762636,64.10313415527344,4861200
2021-07-27,63.82328923283337,64.34567119777597,63.45949144691851,63.85127258300781,3789300
2021-07-28,63.85128518686543,64.13113297749722,63.14234978642815,63.319580078125,3123800
2021-07-29,63.78597039637129,64.61617626067566,63.58075680663398,64.2150650024414,4318600
2021-07-30,63.683366351284484,65.0919209720727,63.683366351284484,64.18708801269531,3668600
2021-08-02,64.5415504915658,64.5415504915658,63.19829298324722,63.38485336303711,5747600
2021-08-03,63.82327549612267,64.36431053912652,62.82516255939171,64.34565734863281,3832000
2021-08-04,63.748654032846204,64.23372242964292,62.71323462527031,62.73188781738281,6909000
2021-08-05,62.8624806681068,64.03783102643797,62.73188697460584,63.9725341796875,4340400
2021-08-06,64.43893681580205,64.92399804826893,64.15908914376452,64.65348052978516,3456900
2021-08-09,64.3736534997235,64.66282426924877,63.76732149413076,64.29902648925781,3190100
2021-08-10,64.47626209733086,67.01351633239301,64.47626209733086,66.63106536865234,7078200
2021-08-11,66.94937763229312,67.21151919923108,66.35955196386075,67.1366195678711,4264900
2021-08-12,67.22088767065719,67.35195846237755,66.28466364818466,66.98683166503906,4273300
2021-08-13,66.72469957755773,66.94003429926515,65.80720380672419,65.99444580078125,5389000
2021-08-16,65.83527959269394,65.91954347745481,64.88969123495045,65.86336517333984,4055600
2021-08-17,65.57312984112511,65.57312984112511,64.11262268629399,64.7398910522461,8008300
2021-08-18,64.30922234628656,68.97161339510117,63.56960460389741,68.34434509277344,14316300
2021-08-19,66.78085978430896,69.15886960679012,66.75277420709742,68.89672088623047,11723200
2021-08-20,68.44734263631463,69.66443678990602,67.99795193785575,69.31803131103516,7835600
2021-08-23,69.58016188233915,71.25600356672228,69.58016188233915,70.3385009765625,9979400
2021-08-24,70.46959973150712,71.30284592769873,70.31044331520657,70.50704956054688,7444800
2021-08-25,70.11383408858947,71.21857899840204,69.9733990213679,70.97515869140625,5365200
2021-08-26,70.40404063951458,70.40404063951458,68.70011327677148,69.13077545166016,6277300
2021-08-27,69.38357663050171,69.59890419837338,68.71885829992037,68.94355010986328,5087100
2021-08-30,68.98099441673855,69.12142946527679,68.06349162340221,68.15711975097656,4496600
2021-08-31,67.93239985304564,68.26008391278985,67.45493083530954,68.08219909667969,5829800
2021-09-01,68.49414818593915,68.70947569626776,67.3613109112395,67.48302459716797,4103200
2021-09-02,67.37067946253792,67.96049802232525,67.09917364024211,67.28642272949219,3813400
2021-09-03,66.865106733804,67.25831904288442,66.43444461297955,66.53742980957031,5397900
2021-09-07,66.05060182741711,66.47189974330936,65.13309922332984,65.3952407836914,7085000
2021-09-08,65.63867045062635,65.65739178927888,64.6556323150325,65.3671646118164,7124900
2021-09-09,65.39523529689289,65.9850609010406,64.98330165495331,65.02074432373047,7613100
2021-09-10,65.48887697675431,65.67612609399632,64.43094624992504,64.4777603149414,6709400
2021-09-13,64.88968548880787,65.03948476275183,63.906654539135104,64.31858825683594,5820200
2021-09-14,64.9552076558378,65.27352747672434,64.29048958444722,65.04883575439453,7322800
2021-09-15,64.78668707838519,65.46076938819566,64.48709573433842,65.04883575439453,5031800
2021-09-16,65.1986298787118,66.24720318683272,65.14245873209111,65.98506164550781,5629800
2021-09-17,65.53568510680718,66.58425863993232,65.32035042718563,65.91954040527344,9208800
2021-09-20,65.03947955103592,65.61993383399974,64.12197692870643,64.70243835449219,5759800
2021-09-21,65.37652588483539,65.91953753780567,64.82414999155252,64.87096405029297,6901300
2021-09-22,65.34843418423742,65.71356095117231,64.96457893843201,65.09564971923828,8418600
2021-09-23,65.50759290547916,67.35195528560918,65.49822866570582,66.19103240966797,6595300
2021-09-24,65.90081064784052,66.80894912387426,65.72292579172014,66.5655288696289,4802100
2021-09-27,66.94001514510971,67.97922434326377,66.54680278440877,66.60297393798828,5228400
2021-09-28,66.03187839240857,66.5280759756833,65.05820456324847,65.61058044433594,5431400
2021-09-29,65.99442344385454,66.46253541323918,65.36715511915638,65.44205474853516,3671300
2021-09-30,64.77733446649432,64.92712657747538,61.594171751404645,61.772056579589844,10900200
2021-10-01,62.07165030465474,62.783175358808236,61.33203253222886,62.36187744140625,6787000
2021-10-04,62.109101111525575,62.727012423656824,61.45374712243737,61.65971755981445,6503500
2021-10-05,61.706520580689194,62.08100442584414,60.67666857804863,60.95753860473633,9136300
2021-10-06,60.38645129628544,60.901377381522366,59.468952154771706,60.227294921875,10030200
2021-10-07,60.6673177131138,62.062289465213354,60.6392249933024,60.835838317871094,6213800
2021-10-08,60.789033706563146,61.14479630840908,60.52689209016896,60.611148834228516,5352100
2021-10-11,60.4519896848173,60.62987454903082,58.935307646989095,59.0008430480957,8466100
2021-10-12,59.35660186638528,59.53448313719443,58.832315150942605,58.95402526855469,5157400
2021-10-13,59.47831140809114,60.096222695667215,59.31915503746911,59.450225830078125,7218100
2021-10-14,58.907213513870545,60.44262033237105,58.71997156734996,60.049407958984375,7946100
2021-10-15,60.526883701609535,60.826475099228034,60.16175690897519,60.24601364135742,5633900
2021-10-18,59.899609410044896,60.65795211446618,59.62810360052741,60.51751708984375,4244600
2021-10-19,60.545607854033754,60.704764228926145,59.42214184643461,59.8247184753418,6146000
2021-10-20,60.02132177980431,60.882646153683375,59.62810583894692,59.78726577758789,5953900
2021-10-21,59.824716196196455,60.592419605467256,59.824716196196455,60.554969787597656,3970700
2021-10-22,60.48943224399444,60.62986727031286,59.497033534158255,60.06813430786133,4272500
2021-10-25,60.23664522614808,61.463103451897034,60.23664522614808,61.09797668457031,5969400
2021-10-26,61.48182590228499,61.92185230750569,61.09797779193249,61.16351318359375,6075800
2021-10-27,61.313304062235304,61.313304062235304,60.13366703621065,60.4426155090332,4573000
2021-10-28,60.68604269937443,61.229054363225316,60.62987154201836,61.041805267333984,3829700
2021-10-29,60.85456852097035,61.78142841076077,60.61114824689595,61.313316345214844,8269300
2021-11-01,61.35075670268991,62.75509268267331,61.27585706948014,62.399330139160156,7424400
2021-11-02,62.6052981486903,63.550879195974396,62.043558064066936,63.02659606933594,7510200
2021-11-03,62.68018897481459,64.32794508420302,62.68018897481459,64.06580352783203,6308700
2021-11-04,64.25305001353651,65.49822963744501,64.04708673522231,65.2922592163086,8238700
2021-11-05,66.42509315859094,67.29578180645493,66.33147218262309,66.65914916992188,8726100
2021-11-08,66.37828944219511,66.7059664452916,65.12374544671046,65.43270111083984,6713700
2021-11-09,65.60182864109582,66.0247067992716,65.09437915298022,65.47966766357422,4298800
2021-11-10,65.57363994053462,66.25963848052238,64.74668918023438,64.80307006835938,5950600
2021-11-11,64.91584081762275,65.32931262451393,64.00431153031812,64.10768127441406,6047500
2021-11-12,64.558755122274,64.8688644140839,64.07010392234135,64.6527328491211,8504700
2021-11-15,65.13198110401459,66.2314587873695,64.99102886082227,65.1413803100586,6333200
2021-11-16,65.18836299778656,66.0998851519192,64.22044561273023,65.3105239868164,9819300
2021-11-17,72.17049932093347,72.30205954819994,68.787501564097,69.11640930175781,21456600
2021-11-18,69.16337951722485,69.33252937698289,67.46248888318107,68.69351959228516,9466400
2021-11-19,68.4022151659811,68.43040561700971,65.95894476041478,66.73890686035156,8162000
2021-11-22,67.33092587788794,67.63163593056495,65.06619769249751,65.66761779785156,7021300
