Date,close
2024-05-13,150.91510009765625
2024-05-14,150.07119750976562
2024-05-15,149.55755615234375
2024-05-16,149.25181579589844
2024-05-17,150.7156982421875
2024-05-20,149.2981414794922
2024-05-21,148.214111328125
2024-05-22,145.99049377441406
2024-05-23,145.40679931640625
2024-05-24,146.15725708007812
2024-05-28,147.3524627685547
2024-05-29,145.36972045898438
2024-05-30,146.6297607421875
2024-05-31,150.3728790283203
2024-06-03,145.88858032226562
2024-06-04,144.65631103515625
2024-06-05,143.5908203125
2024-06-06,144.47097778320312
2024-06-07,144.6099853515625
2024-06-10,145.22149658203125
2024-06-11,144.9898681640625
2024-06-12,142.8866729736328
2024-06-13,141.60809326171875
2024-06-14,141.35794067382812
2024-06-17,141.93235778808594
2024-06-18,142.06207275390625
2024-06-20,145.1288299560547
2024-06-21,143.8687744140625
2024-06-24,147.60263061523438
2024-06-25,146.81509399414062
2024-06-26,144.48953247070312
2024-06-27,144.8323516845703
2024-06-28,144.9250030517578
2024-07-01,145.0176544189453
2024-07-02,145.2307586669922
2024-07-03,145.19371032714844
2024-07-05,142.9700469970703
2024-07-08,142.98861694335938
2024-07-09,141.73777770996094
2024-07-10,143.72979736328125
2024-07-11,143.85025024414062
2024-07-12,144.15599060058594
2024-07-15,146.42596435546875
2024-07-16,146.17578125
2024-07-17,149.38150024414062
2024-07-18,150.067138671875
2024-07-19,147.45436096191406
2024-07-22,145.45310974121094
2024-07-23,142.7662353515625
2024-07-24,143.67420959472656
2024-07-25,145.96267700195312
2024-07-26,146.24063110351562
2024-07-29,145.09178161621094
2024-07-30,147.84352111816406
2024-07-31,148.67738342285156
2024-08-01,141.4042510986328
2024-08-02,137.6333770751953
2024-08-05,134.0292205810547
2024-08-06,132.7042999267578
2024-08-07,131.94456481933594
2024-08-08,133.8717498779297
2024-08-09,134.33497619628906
2024-08-12,134.36277770996094
2024-08-13,133.55670166015625
2024-08-14,134.03848266601562
2024-08-15,136.01197814941406
2024-08-16,136.4474334716797
2024-08-19,137.5623016357422
2024-08-20,135.55738830566406
2024-08-21,136.1476287841797
2024-08-22,136.53172302246094
2024-08-23,138.3024139404297
2024-08-26,139.1268768310547
2024-08-27,137.67474365234375
2024-08-28,136.78468322753906
2024-08-29,138.11508178710938
2024-08-30,138.61160278320312
2024-09-03,135.52926635742188
2024-09-04,133.102783203125
2024-09-05,132.03469848632812
2024-09-06,129.81427001953125
2024-09-09,131.44448852539062
2024-09-10,129.50514221191406
2024-09-11,129.17723083496094
2024-09-12,130.42327880859375
2024-09-13,131.7349090576172
2024-09-16,133.12147521972656
2024-09-17,134.35816955566406
2024-09-18,134.87347412109375
2024-09-19,135.83843994140625
2024-09-20,136.48487854003906
2024-09-23,138.2274932861328
2024-09-24,138.14317321777344
2024-09-25,134.88282775878906
2024-09-26,133.02780151367188
2024-09-27,136.30690002441406
2024-09-30,137.9745635986328
2024-10-01,140.2511444091797
2024-10-02,141.42227172851562
2024-10-03,141.70333862304688
2024-10-04,141.2255096435547
2024-10-07,141.58152770996094
2024-10-08,139.3611297607422
2024-10-09,140.2042999267578
2024-10-10,141.1130828857422
2024-10-11,141.86260986328125
2024-10-14,142.19985961914062
2024-10-15,138.40550231933594
2024-10-16,139.34237670898438
2024-10-17,141.65646362304688
2024-10-18,141.23487854003906
2024-10-21,141.356689453125
2024-10-22,141.39414978027344
2024-10-23,140.98193359375
2024-10-24,140.9538116455078
2024-10-25,141.2910919189453
2024-10-28,141.03811645507812
2024-10-29,139.14564514160156
2024-10-30,138.70530700683594
2024-10-31,139.42669677734375
2024-11-01,143.408447265625
2024-11-04,144.25164794921875
2024-11-05,143.72698974609375
2024-11-06,147.76495361328125
2024-11-07,146.87490844726562
2024-11-08,147.02479553222656
2024-11-11,146.6219482421875
2024-11-12,145.48831176757812
2024-11-13,148.70181274414062
2024-11-14,151.58741760253906
2024-11-15,151.2313995361328
2024-11-18,152.14944458007812
2024-11-19,151.05157470703125
2024-11-20,152.68893432617188
2024-11-21,152.9728546142578
2024-11-22,153.66375732421875
2024-11-25,151.7708740234375
2024-11-26,153.8246307373047
2024-11-27,153.4271240234375
2024-11-29,153.2567596435547
2024-12-02,153.5218048095703
2024-12-03,153.247314453125
2024-12-04,149.84014892578125
2024-12-05,150.79603576660156
2024-12-06,146.92510986328125
2024-12-09,148.66656494140625
2024-12-10,148.59083557128906
2024-12-11,147.84315490722656
2024-12-12,146.4235076904297
2024-12-13,145.6284942626953
2024-12-16,141.3600616455078
2024-12-17,140.17701721191406
2024-12-18,136.36285400390625
2024-12-19,133.58978271484375
2024-12-20,135.19873046875
2024-12-23,135.31231689453125
2024-12-24,136.1356964111328
2024-12-26,136.26820373535156
2024-12-27,136.28713989257812
2024-12-30,135.40695190429688
2024-12-31,137.0821533203125
2025-01-02,138.8520050048828
2025-01-03,139.93093872070312
2025-01-06,139.37252807617188
2025-01-07,141.57772827148438
2025-01-08,142.24972534179688
2025-01-10,144.93759155273438
2025-01-13,147.0292205810547
2025-01-14,148.49620056152344
2025-01-15,149.849609375
2025-01-16,150.8433837890625
2025-01-17,152.82142639160156
2025-01-21,149.76443481445312
2025-01-22,148.03245544433594
2025-01-23,147.6538543701172
2025-01-24,147.31314086914062
2025-01-27,148.80850219726562
2025-01-28,147.84315490722656
2025-01-29,147.35101318359375
2025-01-30,147.947265625
2025-01-31,141.1991729736328
2025-02-03,141.34112548828125
2025-02-04,145.0133056640625
2025-02-05,144.79563903808594
2025-02-06,143.76397705078125
2025-02-07,144.4454345703125
2025-02-10,147.42672729492188
2025-02-11,149.00726318359375
2025-02-12,146.6033172607422
