Date,close
2024-05-13,407.4659118652344
2024-05-14,410.26300048828125
2024-05-15,417.4360046386719
2024-05-16,415.3739318847656
2024-05-17,414.6042785644531
2024-05-20,419.6658630371094
2024-05-21,423.3165588378906
2024-05-22,424.7767333984375
2024-05-23,421.3037414550781
2024-05-24,424.42156982421875
2024-05-28,424.5794372558594
2024-05-29,423.44476318359375
2024-05-30,409.1382141113281
2024-05-31,409.59210205078125
2024-06-03,408.0035705566406
2024-06-04,410.5195617675781
2024-06-05,418.3536071777344
2024-06-06,418.8567810058594
2024-06-07,418.1957702636719
2024-06-10,422.1621398925781
2024-06-11,426.9079284667969
2024-06-12,435.17620849609375
2024-06-13,435.6892395019531
2024-06-14,436.666015625
2024-06-17,442.3886413574219
2024-06-18,440.3857116699219
2024-06-20,439.7542419433594
2024-06-21,443.77984619140625
2024-06-24,441.697998046875
2024-06-25,444.9342346191406
2024-06-26,446.1280822753906
2024-06-27,446.80889892578125
2024-06-28,440.98760986328125
2024-07-01,450.6371765136719
2024-07-02,453.1531066894531
2024-07-03,454.62322998046875
2024-07-05,461.3226623535156
2024-07-08,460.020263671875
2024-07-09,453.4096374511719
2024-07-10,460.0301208496094
2024-07-11,448.6341857910156
2024-07-12,447.49951171875
2024-07-15,447.9040832519531
2024-07-16,443.5232849121094
2024-07-17,437.60333251953125
2024-07-18,434.49530029296875
2024-07-19,431.2788391113281
2024-07-22,437.0310363769531
2024-07-23,438.9156188964844
2024-07-24,423.1783752441406
2024-07-25,412.8185119628906
2024-07-26,419.5968017578125
2024-07-29,421.0373229980469
2024-07-30,417.2781677246094
2024-07-31,412.7691345214844
2024-08-01,411.5456237792969
2024-08-02,403.0406799316406
2024-08-05,389.8785705566406
2024-08-06,394.27911376953125
2024-08-07,393.1147766113281
2024-08-08,397.3180236816406
2024-08-09,400.60357666015625
2024-08-12,401.383056640625
2024-08-13,408.4870300292969
2024-08-14,411.2989807128906
2024-08-15,416.162109375
2024-08-16,413.6317138671875
2024-08-19,416.65631103515625
2024-08-20,419.8885192871094
2024-08-21,419.2361755371094
2024-08-22,410.7454528808594
2024-08-23,411.97113037109375
2024-08-26,408.70928955078125
2024-08-27,409.0552673339844
2024-08-28,405.8526916503906
2024-08-29,408.3435363769531
2024-08-30,412.3171081542969
2024-09-03,404.70611572265625
2024-09-04,404.1723327636719
2024-09-05,403.66827392578125
2024-09-06,397.0556335449219
2024-09-09,401.02911376953125
2024-09-10,409.4111022949219
2024-09-11,418.1488952636719
2024-09-12,422.0630798339844
2024-09-13,425.6115417480469
2024-09-16,426.3529052734375
2024-09-17,430.1188659667969
2024-09-18,425.82904052734375
2024-09-19,433.6179504394531
2024-09-20,430.2374572753906
2024-09-23,428.497802734375
2024-09-24,424.2080078125
2024-09-25,427.114013671875
2024-09-26,426.32330322265625
2024-09-27,423.0712890625
2024-09-30,425.32489013671875
2024-10-01,415.8260192871094
2024-10-02,412.30718994140625
2024-10-03,411.72406005859375
2024-10-04,411.2495422363281
2024-10-07,404.8049621582031
2024-10-08,409.9151916503906
2024-10-09,412.6333923339844
2024-10-10,411.0320739746094
2024-10-11,411.5065612792969
2024-10-14,414.2939758300781
2024-10-15,413.8985595703125
2024-10-16,411.3088684082031
2024-10-17,411.90191650390625
2024-10-18,413.32525634765625
2024-10-21,413.9381408691406
2024-10-22,422.56719970703125
2024-10-23,419.69085693359375
2024-10-24,419.8193359375
2024-10-25,423.1997375488281
2024-10-28,421.6578369140625
2024-10-29,426.95587158203125
2024-10-30,427.52911376953125
2024-10-31,401.6518859863281
2024-11-01,405.6253356933594
2024-11-04,403.7374267578125
2024-11-05,406.7027893066406
2024-11-06,415.3218994140625
2024-11-07,420.5111999511719
2024-11-08,417.6546630859375
2024-11-11,413.1770324707031
2024-11-12,418.1389465332031
2024-11-13,420.2839050292969
2024-11-14,421.954345703125
2024-11-15,410.2018127441406
2024-11-18,410.95306396484375
2024-11-19,412.9595947265625
2024-11-20,410.6861267089844
2024-11-21,408.913330078125
2024-11-22,413.0037536621094
2024-11-25,414.7765808105469
2024-11-26,423.888427734375
2024-11-27,418.93634033203125
2024-11-29,419.40179443359375
2024-12-02,426.84979248046875
2024-12-03,427.0676574707031
2024-12-04,433.2280578613281
2024-12-05,438.3782043457031
2024-12-06,439.3191223144531
2024-12-09,441.74560546875
2024-12-10,439.0814208984375
2024-12-11,444.6871643066406
2024-12-12,445.251708984375
2024-12-13,442.983642578125
2024-12-16,447.26226806640625
2024-12-17,450.1047668457031
2024-12-18,433.1983337402344
2024-12-19,432.841796875
2024-12-20,432.4159240722656
2024-12-23,431.078857421875
2024-12-24,435.1197204589844
2024-12-26,433.91143798828125
2024-12-27,426.4040832519531
2024-12-30,420.7586975097656
2024-12-31,417.46063232421875
2025-01-02,414.568603515625
2025-01-03,419.2928771972656
2025-01-06,423.749755859375
2025-01-07,418.3222961425781
2025-01-08,420.4913024902344
2025-01-10,414.9350280761719
2025-01-13,413.1919250488281
2025-01-14,411.6864929199219
2025-01-15,422.2245178222656
2025-01-16,420.51104736328125
2025-01-17,424.9184875488281
2025-01-21,424.3935241699219
2025-01-22,441.9239501953125
2025-01-23,442.4289855957031
2025-01-24,439.8044128417969
2025-01-27,430.39544677734375
2025-01-28,442.91436767578125
2025-01-29,438.09100341796875
2025-01-30,411.01300048828125
2025-01-31,411.08233642578125
2025-02-03,406.9820251464844
2025-02-04,408.4181213378906
2025-02-05,409.3293151855469
2025-02-06,411.8350524902344
2025-02-07,405.8232116699219
2025-02-10,408.2695617675781
2025-02-11,407.4970397949219
2025-02-12,405.1200256347656
2025-02-13,406.60565185546875
2025-02-14,404.515869140625
2025-02-18,405.71429443359375
2025-02-19,410.79510498046875
2025-02-20,412.968505859375
2025-02-21,405.1086120605469
2025-02-24,400.9306335449219
2025-02-25,394.876953125
2025-02-26,396.69305419921875
2025-02-27,389.5477600097656
2025-02-28,393.973876953125
2025-03-03,385.5384521484375
2025-03-04,385.65753173828125
2025-03-05,397.9732666015625
2025-03-06,393.8746643066406
2025-03-07,390.32183837890625
2025-03-10,377.2717590332031
2025-03-11,377.5595397949219
2025-03-12,380.35809326171875
2025-03-13,375.89227294921875
2025-03-14,385.6079406738281
2025-03-17,385.7468566894531
2025-03-18,380.6062316894531
2025-03-19,384.8735656738281
2025-03-20,383.9010009765625
2025-03-21,388.28741455078125
2025-03-24,390.0935974121094
2025-03-25,392.1578063964844
2025-03-26,387.0072326660156
2025-03-27,387.61260986328125
2025-03-28,375.92205810546875
2025-03-31,372.5379943847656
2025-04-01,379.2863464355469
2025-04-02,379.2367248535156
2025-04-03,370.27532958984375
2025-04-04,357.1061706542969
2025-04-07,355.14117431640625
2025-04-08,351.8662414550781
2025-04-09,387.52325439453125
2025-04-10,378.45269775390625
2025-04-11,385.4988098144531
2025-04-14,384.8636474609375
2025-04-15,382.7994384765625
2025-04-16,368.7867126464844
2025-04-17,364.9858093261719
2025-04-21,356.3916015625
2025-04-22,364.0331115722656
2025-04-23,371.5456237792969
2025-04-24,384.35748291015625
2025-04-25,388.8729553222656
2025-04-28,388.18817138671875
2025-04-29,391.0462951660156
2025-04-30,392.257080078125
2025-05-01,422.16802978515625
2025-05-02,431.97296142578125
2025-05-05,432.8562316894531
2025-05-06,430.0179443359375
2025-05-07,430.0576477050781
2025-05-08,434.841064453125
2025-05-09,435.39678955078125
2025-05-12,445.84674072265625
2025-05-13,445.7276916503906
2025-05-14,449.498779296875
2025-05-15,450.512939453125
2025-05-16,451.6463317871094
2025-05-19,456.2197570800781
2025-05-20,455.5238342285156
2025-05-21,449.9561767578125
2025-05-22,452.2329406738281
2025-05-23,447.5799560546875
2025-05-27,458.0292663574219
2025-05-28,454.7184753417969
2025-05-29,456.0308837890625
2025-05-30,457.7011413574219
2025-06-02,459.3018798828125
2025-06-03,460.29608154296875
2025-06-04,461.1908874511719
2025-06-05,464.9788818359375
2025-06-06,467.663330078125
2025-06-09,470.0196228027344
2025-06-10,468.2002258300781
2025-06-11,469.8903503417969
2025-06-12,476.104248046875
2025-06-13,472.2168273925781
2025-06-16,476.3727111816406
2025-06-17,475.279052734375
2025-06-18,477.4663391113281
2025-06-20,474.64276123046875
2025-06-23,483.1930847167969
2025-06-24,487.2793273925781
2025-06-25,489.4268798828125
2025-06-26,494.57696533203125
2025-06-27,493.07568359375
2025-06-30,494.5372009277344
2025-07-01,489.2080993652344
2025-07-02,488.2536926269531
2025-07-03,495.9589538574219
2025-07-07,494.84539794921875
2025-07-08,493.7517395019531
2025-07-09,500.6019592285156
2025-07-10,498.58367919921875
2025-07-11,500.41302490234375
2025-07-14,500.1147766113281
2025-07-15,502.89862060546875
2025-07-16,502.69976806640625
